Last: mdl.locTime.Y,Last: mdl.locTime.DOY,Last: mdl.locTime.H,Sum:  mdl.climate.microclim.Rain,Mean: mdl.climate.microclim.u,Mean: mdl.climate.microclim.TaC,Mean: mdl.climate.microclim.d,Mean: mdl.climate.microclim.SWDir,Mean: mdl.climate.microclim.SWDif,Mean: mdl.climate.microclim.LWDw,Max: mdl.forest.treeStand.canopy.LAI,Max: mdl.forest.treeStand.canopy.WAI,Mean: mdl.forest.soil.waterCycle.Stock_RootLayer,Mean: mdl.forest.LE,Mean: mdl.forest.Rnet,Mean: mdl.forest.H,Sum: mdl.forest.GPP,Sum: mdl.forest.NEE,Sum: mdl.forest.RAuto,Sum: mdl.forest.soil.carbonCycle.Rh,Sum: mdl.forest.treeStand.canopy.Assimilation,Sum: mdl.forest.treeStand.canopy.Respiration,Sum: mdl.forest.treeStand.canopy.Transpiration,Sum: mdl.forest.treeStand.canopy.Evaporation,Sum: mdl.forest.soil.surface.ETR,Last: mdl.forest.treeStand.Age    ,Last: mdl.forest.treeStand.density,Last: mdl.forest.treeStand.IStress   ,Last: mdl.forest.treeStand.DBHmean ,Last: mdl.forest.treeStand.HEIGHTmean,Last: mdl.forest.treeStand.BasalArea,Last: mdl.forest.treeStand.WDeadTrees,Last: mdl.forest.treeStand.LeafFall,Last: mdl.forest.treeStand.Wr,Last: mdl.forest.treeStand.WStem,Last: mdl.forest.treeStand.WBranch,Last: mdl.manager.harvest_WStem,Last: mdl.manager.harvest_WBranch,Last: mdl.manager.harvest_W   ,Last: mdl.manager.harvest_WStem   ,Last: mdl.manager.harvest_WBranch ,Last: mdl.manager.harvest_WTapRoots   ,Last: mdl.manager.NbCut_Trees ,Last: mdl.manager.harvest_DBHmean ,Last: mdl.manager.harvest_DBHquadratic ,Last: mdl.manager.harvest_DBHsd   ,Last: mdl.manager.harvest_HEIGHTmean  ,Last: mdl.manager.harvest_HEIGHTsd,Last: mdl.manager.harvest_basalArea   ,Last: mdl.manager.seedingYear  ,Last: mdl.manager.FirstThinning,Last: mdl.manager.lastThinningYear,Last: mdl.manager.clearcuts,Last: mdl.manager.thinnings,Last: mdl.manager.practicesType   ,Last: mdl.forest.underStorey.foliage.W,Last: mdl.forest.underStorey.perennial.W,Last: mdl.forest.underStorey.roots.W,Last: mdl.forest.soil.carbonCycle.HUM,Last: mdl.forest.soil.carbonCycle.BIO,Last: mdl.forest.soil.carbonCycle.DPM,Last: mdl.forest.soil.carbonCycle.RPM,Last: mdl.forest.soil.waterCycle.SOC
2016,365,23,1339.81,1.37466,12.2591,361.577,58.2532,80.12,312.904,4.14219,0.211758,263.707,43.3463,66.0472,4.57305,2293.88,-121.679,1351.91,820.293,1795.73,460.472,175.337,104.661,217.119,150,80,0.533596,61.2623,48.7798,25.4235,0,0,9.45738,34.6911,4.58501,0,0,0,0,0,None,4,0,0,0,0,0,0,1861,1,2012,None,2,0,0.00531507,0.244392,0.00757947,6638.52,232.753,87.4606,4828.74,0.888825
2017,365,23,1269.87,1.43759,11.4187,344.098,55.1946,77.7974,309.324,4.18949,0.213321,265.007,39.0807,61.1911,1.07005,2118.91,-27.1573,1315.61,776.135,1732.25,441.582,173.41,104.111,208.091,151,80,0.548105,61.5604,48.8855,25.6652,0,0,9.35692,35.0622,4.64531,0,0,0,0,0,None,4,0,0,0,0,0,0,1861,1,2012,None,2,0,0.00387867,0.239159,0.00747219,6650.97,220.431,90.4579,4638.12,0.87535
2018,365,23,1079.16,1.34038,12.2733,445.67,59.4382,77.0459,311.347,4.23224,0.213321,262.054,40.8196,63.0894,2.313,2106.46,94.8861,1409.45,791.905,1733.27,520.846,201.739,79.3558,224.867,152,45,0.64948,67.2727,50.6805,16.5398,0,0,6.11568,22.6982,3.07039,12.5819,1.60411,0,12.5819,1.60411,None,7,54.5868,58.0225,19.6694,46.786,8.25951,0,2018,1,2018,None,3,0,0.00538448,0.239974,0.00746698,6659.81,208.954,945.851,5266.63,0.860581
2019,365,23,1341.21,1.45297,12.6025,387.212,56.263,77.8124,315.528,2.74935,0.135528,264.779,36.8727,61.9009,3.5047,2008.72,556.582,1047.9,1517.41,1415.87,316.238,122.22,72.308,257.398,153,45,0.571443,67.8239,50.7638,16.8162,0,0,6.17867,23.1028,3.14566,0,0,0,0,0,None,7,0,0,0,0,0,0,2018,1,2018,None,3,0,0.00413348,0.244404,0.00746811,6756.82,253.043,70.5519,4914.16,0.903195
2020,365,23,1284.55,1.38111,12.2488,388.748,56.2544,78.834,314.099,2.80159,0.137102,263.702,37.2259,61.7704,2.38038,1964.57,-102.301,1100.98,761.284,1413.18,333.842,128.12,68.9667,260.011,154,45,0.595533,68.3816,50.8462,17.098,0,0,6.24103,23.5154,3.22304,0,0,0,0,0,None,7,0,0,0,0,0,0,2018,1,2018,None,3,0,0.00351877,0.247868,0.00749404,6760.28,226.962,72.0861,4608.55,0.880071
2021,365,23,1738.13,1.52698,11.1684,302.663,46.4578,76.5873,316.042,2.85503,0.138719,269.687,34.1204,57.1389,-0.181141,1884.68,-142.553,1041.38,700.749,1327.82,266.115,102.67,78.2061,240.952,155,45,0.473503,68.9536,50.9281,17.3893,0,0,6.23116,23.9413,3.30372,0,0,0,0,0,None,7,0,0,0,0,0,0,2018,1,2018,None,3,0,0.00567525,0.250441,0.007405,6761.72,209.917,69.1362,4364.91,0.861213
2022,365,23,1101.84,1.22987,11.7972,386.191,53.0498,79.9169,311.343,2.91048,0.140226,264.078,35.0838,59.3848,4.68188,1905.56,-98.4565,1111.52,695.581,1390.13,313.195,121.535,61.6618,246.632,156,45,0.587046,69.4829,51.0074,17.661,0,0,6.28604,24.341,3.37919,0,0,0,0,0,None,7,0,0,0,0,0,0,2018,1,2018,None,3,0,0.00540151,0.253319,0.00739787,6759.02,195.51,67.1671,4129.72,0.842762
2023,365,23,1086.87,1.27714,12.8349,384.658,55.1848,79.2314,313.204,2.96207,0.142099,260.897,36.2148,59.5227,-0.607003,2181.85,-301.735,1182.86,697.262,1494.43,325.997,121.874,77.4984,242.601,157,45,0.538124,70.1455,51.0901,18.0037,0,0,6.34697,24.8381,3.47627,0,0,0,0,0,None,7,0,0,0,0,0,0,2018,1,2018,None,3,0,0.00554965,0.251476,0.0075903,6751.55,182.735,67.9842,3898.81,0.824488
2024,365,23,882.697,1.37297,11.9706,433.275,68.7158,78.4053,307.1,3.02815,0.142099,260.33,41.0242,69.7616,6.52354,2177.52,-290.606,1239.76,647.154,1618.82,378.927,156.047,77.784,268.171,158,25,0.625632,69.4129,51.1001,9.78727,0,0,3.38531,13.5205,1.85644,11.8521,1.72585,0,11.8521,1.72585,None,4,72.654,73.9327,13.6909,51.264,0.287569,0,2024,1,2024,None,4,0,0.00176945,0.239563,0.00745829,6741.26,172.554,932.677,4532.75,0.810881
2025,365,23,1086.44,1.29827,12.2788,418.908,60.6961,77.6715,312.404,1.63544,0.0784756,264.254,35.5333,60.419,4.07363,1568.64,789.959,967.639,1390.96,950.43,208.216,79.1774,38.2821,313.115,159,25,0.609668,69.8828,51.1758,9.9222,0,0,3.44786,13.7211,1.89358,0,0,0,0,0,None,4,0,0,0,0,0,0,2024,1,2024,None,4,0,0.00573004,0.245451,0.00724946,6821.61,219.261,56.1616,4196.86,0.851894
2026,365,23,1339.7,1.30933,12.4679,324.444,44.1182,78.1116,319.279,1.66085,0.0797534,261.344,30.7549,51.3142,2.21049,1693.24,-148.648,889.144,655.449,886.996,163.472,57.3187,43.0958,271.453,160,25,0.45383,70.705,51.2631,10.1592,0,0,3.47842,14.0619,1.96097,0,0,0,0,0,None,4,0,0,0,0,0,0,2024,1,2024,None,4,0,0.00603648,0.247537,0.00749317,6809.13,194.769,49.4927,3896.56,0.827322
2027,365,23,1055.35,1.3514,13.4389,492.375,74.2113,76.9249,312.486,1.70687,0.0812,260.38,39.6967,67.3244,2.32061,1808.03,-148.795,1020.7,638.53,1052.24,239.052,91.3855,41.2555,344.622,161,25,0.654192,71.6336,51.3519,10.4303,0,0,3.6484,14.4498,2.0394,0,0,0,0,0,None,4,0,0,0,0,0,0,2024,1,2024,None,4,0,0.00724053,0.249265,0.00755868,6788.55,173.437,58.4265,3603.27,0.803865
2028,365,23,1003.17,1.47817,13.2911,557.899,74.9149,76.7697,311.174,1.75999,0.0823797,259.809,45.2659,69.0738,0.390675,1788.63,-86.7708,1090.29,611.573,1049.63,253.275,96.9686,33.4881,380.344,162,25,0.690926,72.3819,51.4332,10.6516,0,0,3.81441,14.7697,2.10368,0,0,0,0,0,None,4,0,0,0,0,0,0,2024,1,2024,None,4,0,0.00529403,0.250464,0.00757551,6764.91,157.97,64.3601,3346.88,0.782781
2029,365,23,860.245,1.25834,12.6065,442.856,68.5911,78.4642,310.523,1.80317,0.083838,258.891,37.3649,65.3129,2.35955,1838.58,-208.841,1056.51,573.23,1071.15,223.976,86.337,39.0792,324.619,163,25,0.616768,73.3081,51.5182,10.9285,0,0,3.95515,15.1664,2.18571,0,0,0,0,0,None,4,0,0,0,0,0,0,2024,1,2024,None,4,0,0.0033676,0.251374,0.00754572,6740.64,147.455,62.9002,3135.35,0.76453
2030,365,23,1052.56,1.3543,12.4301,411.686,61.2615,78.0857,311.398,1.85789,0.083838,258.336,36.1369,58.7076,2.25083,1717.8,-85.4017,1081.97,550.43,1009.97,222.428,82.6572,41.0189,313.196,164,10,0.595411,85.4218,51.9194,5.73225,0,0,2.27734,7.95039,1.25767,7.53237,0.992826,0,7.53237,0.992826,None,3,66.4335,67.7935,13.5111,51.38,0.451578,0,2030,1,2030,None,5,0,0.00572447,0.252785,0.00750939,6714.72,139.503,537.268,3413.03,0.748151
2031,365,23,1363.39,1.42201,12.0359,453.06,66.4533,78.1401,309.219,1.01194,0.0408108,261.079,40.3493,51.8982,2.14427,1407.16,463.278,924.595,945.844,708.582,223.601,20.3735,7.83406,458.535,165,10,0.0579372,86.7605,51.993,5.91334,0,0,2.29964,8.20623,1.31747,0,0,0,0,0,None,3,0,0,0,0,0,0,2030,1,2030,None,5,0,0.00571977,0.223846,0.00733468,6738.97,163.301,50.7398,3165.65,0.765797
2032,365,23,1054.65,1.28546,12.2026,393.599,60.2342,75.8081,313.788,1.04955,0.0418092,258.379,36.5621,48.4907,2.79432,1403.84,10.8476,893.114,521.575,689.295,210.955,16.2899,7.88335,416.663,166,10,0.0336624,88.32,52.0675,6.12786,0,0,2.32602,8.50791,1.38977,0,0,0,0,0,None,3,0,0,0,0,0,0,2030,1,2030,None,5,0,0.00670997,0.223932,0.00742298,6710.28,147.372,46.0948,2939.76,0.745856
2033,365,23,1100.11,1.4257,13.4585,493.236,70.5046,79.111,314.264,1.09456,0.0430652,257.678,43.0729,55.0041,0.838835,1669.16,-159.659,993.436,516.065,796.579,263.288,22.1177,9.23877,485.586,167,10,0.0402718,90.2693,52.1444,6.40136,0,0,2.37492,8.89032,1.48428,0,0,0,0,0,None,3,0,0,0,0,0,0,2030,1,2030,None,5,0,0.00489381,0.232586,0.0075077,6673.61,132.66,52.8058,2714.45,0.726221
2034,365,23,1147.22,1.34011,12.35,387.715,59.0752,79.0367,311.762,1.15265,0.0443893,257.092,36.0381,49.2809,1.62271,1722.37,-282.882,967.993,471.492,808.874,221.598,13.1986,8.76381,410.729,168,10,0.0213599,92.303,52.2202,6.69306,0,0,2.43122,9.29783,1.58744,0,0,0,0,0,None,3,0,0,0,0,0,0,2030,1,2030,None,5,0,0.00416466,0.238655,0.00752974,6639.33,123.722,50.8083,2539.36,0.709962
2035,365,23,953.859,1.40737,13.5334,479.408,66.4174,78.5228,314.337,1.21517,0.0454485,256.521,40.2699,51.1052,0.0345558,1796.81,-211.897,1101.98,482.933,804.031,260.865,18.3916,8.53412,453.795,169,10,0.0382107,93.9086,52.2909,6.92797,0,0,2.46835,9.62819,1.67177,0,0,0,0,0,None,3,0,0,0,0,0,0,2030,1,2030,None,5,0,0.00612631,0.240115,0.00761996,6599.11,115.365,48.8182,2363.67,0.6932
2036,365,23,1112.68,1.50161,12.7301,384.506,60.1852,79.7049,314.515,1.26562,0.0454485,256.065,38.166,52.7415,1.00373,1859.71,-338.634,1074.96,446.119,900.524,247.282,11.5356,9.79186,416.17,170,5,0.0162833,97.663,52.3767,3.74559,0,0,1.33164,5.20323,0.941037,4.89259,0.854494,0,4.89259,0.854494,None,1,94.6458,94.6458,0,52.3539,0,0,2036,1,2036,None,6,0,0.00731047,0.243253,0.00759261,6560.35,109.745,376.394,2542.87,0.679413
2037,365,23,1159.44,1.46116,13.2932,498.797,64.1174,78.0992,317.494,0.694724,0.0242496,256.85,43.7149,51.6326,1.38342,1284,487.11,1037.8,733.307,472.682,166.448,23.7854,6.74143,495.911,171,5,0.104303,98.4963,52.439,3.80978,0,0,1.3385,5.29618,0.964759,0,0,0,0,0,None,1,0,0,0,0,0,0,2036,1,2036,None,6,0,0.00637605,0.247541,0.00746977,6552.41,123.952,45.4326,2342.16,0.687693
2038,365,23,1302.4,1.24973,11.3863,333.69,50.3305,79.1098,313.139,0.708446,0.0249118,257.64,33.1538,45.4739,4.61848,1286.78,-22.2573,857.728,406.798,457.06,124.681,12.947,6.69075,380.318,172,5,0.0421966,100.443,52.5081,3.96187,0,0,1.37189,5.50907,1.02337,0,0,0,0,0,None,1,0,0,0,0,0,0,2036,1,2036,None,6,0,0.00350537,0.24726,0.00741242,6514.74,114.095,46.4399,2193.91,0.673469
2039,365,23,1151.74,1.2275,12.8389,350.717,49.4381,78.1775,317.3,0.742063,0.0255805,255.374,33.3498,42.5934,2.38834,1451.37,-104.176,931.114,416.078,482.508,134.067,11.4812,7.5756,381.454,173,5,0.0294309,102.39,52.576,4.11691,0,0,1.40683,5.72615,1.0843,0,0,0,0,0,None,1,0,0,0,0,0,0,2036,1,2036,None,6,0,0.00640349,0.249617,0.00752947,6471.71,105.485,42.9112,2043.53,0.658319
2040,365,23,1265.46,1.3938,11.6524,371.191,52.3999,78.7998,312.845,0.776574,0.0262809,255.952,35.852,45.6687,3.08207,1268.59,52.6857,939.515,381.762,511.55,154.023,14.652,7.95032,411.519,174,5,0.0428671,104.408,52.6433,4.28084,0,0,1.44613,5.95553,1.15005,0,0,0,0,0,None,1,0,0,0,0,0,0,2036,1,2036,None,6,0,0.00283671,0.242924,0.00718741,6429.2,98.9538,50.7251,1924.16,0.646468
2041,365,23,1243.76,1.45199,13.0545,406.339,55.695,77.1061,319.32,0.813356,0.0271043,254.458,37.5915,48.0775,1.17738,1558.38,-162.581,1001.75,394.047,571.868,169.19,17.2349,7.43914,426.885,175,5,0.0682409,106.759,52.7112,4.47575,0,0,1.49801,6.2273,1.23014,0,0,0,0,0,None,1,0,0,0,0,0,0,2036,1,2036,None,6,0,0.0071449,0.245626,0.00753871,6383.13,93.68,44.1467,1803.18,0.633113
2042,365,23,1029.32,1.2973,13.5354,476.91,64.6387,79.9389,313.531,0.857558,0.217868,254.026,40.7573,49.9761,0.688052,1625.7,-149.726,1088.96,387.02,625.798,196.527,20.1488,8.1977,460.674,9,2000,0.064474,7.85899,10.9304,10.7712,0,0,1.51296,4.19067,1.06493,6.51584,1.31726,0,6.51584,1.31726,None,1,109.2,109.2,0,52.7783,0,0,2027,0,2022,None,0,0,0.00550751,0.247397,0.00754341,6333.15,88.5173,470.413,2100.15,0.620861
2043,365,23,1276.02,1.37368,13.3506,439.948,55.1163,78.1455,319.031,2.70724,0.217868,254.351,40.8758,57.5562,13.5907,2217.24,-22.3202,1332.1,862.816,1587.11,377.145,199.869,58.1553,241.026,11,1510,0.412659,8.5118,11.8341,9.37217,0,0,0.961013,3.86634,0.918457,2.12682,0.474448,0,2.12682,0.474448,None,98,10.7773,10.991,2.15665,14.2329,2.0116,0,2027,1,2043,None,1,0,0.00515636,0.248857,0.00754272,6344.91,121.475,233.142,2200.84,0.651349
2044,365,23,1172.94,1.48971,12.8135,400.519,54.3818,77.901,318.25,2.28071,0.21091,255.805,38.3934,59.3868,14.081,2221.44,-260.725,1316.42,644.289,1476.45,288.895,164.624,48.6273,253.899,12,1510,0.397798,9.41311,12.9273,11.2201,0,0,1.0185,4.89102,1.10537,0,0,0,0,0,None,98,0,0,0,0,0,0,2027,1,2043,None,1,0,0.00489934,0.249225,0.00754588,6331.8,127.119,61.1337,2112.4,0.654256
2045,365,23,929.316,1.39889,13.407,588.926,74.8067,76.1538,313.484,2.65574,0.241601,238.16,47.7633,68.2458,20.4717,2296.61,-347.87,1482.26,466.476,1755.5,456.783,252.293,47.274,281.947,13,1510,0.540235,10.3291,14.0114,13.3332,0,0,1.20025,6.15017,1.32384,0,0,0,0,0,None,98,0,0,0,0,0,0,2027,1,2043,None,1,0,0.00672761,0.251372,0.00748132,6303.08,120.699,80.8624,2058.95,0.649453
2046,365,23,1292.84,1.42506,13.6344,526.261,62.247,77.4831,320.24,3.07136,0.265586,245.487,46.2811,63.8832,14.791,2344.29,-301.218,1527.3,515.772,1783.91,489.735,246.737,58.8405,260.099,14,1510,0.523707,11.0088,14.8366,15.024,0,0,1.29024,7.23052,1.49542,0,0,0,0,0,None,98,0,0,0,0,0,0,2027,1,2043,None,1,0,0.00381086,0.23243,0.00748699,6274.87,117.749,80.1218,2015.13,0.643855
2047,365,23,1457.36,1.42468,12.3627,356.141,50.165,76.3956,320.986,3.38806,0.29363,255.35,39.3275,59.093,12.2472,2307.02,-399.454,1381.51,526.054,1812.63,416.025,202.714,74.425,209.216,15,1510,0.360284,11.7646,15.7324,17.0421,0,0,1.30055,8.57704,1.7037,0,0,0,0,0,None,98,0,0,0,0,0,0,2027,1,2043,None,1,0,0.00597857,0.239448,0.00743552,6249.88,117.652,65.524,1987.13,0.638657
2048,365,23,1258.93,1.40313,13.3728,423.458,56.5363,78.5036,318.819,3.76043,0.320203,253.395,42.8237,61.5571,11.6034,2541.55,-552.057,1455.55,533.95,1943.65,461.201,227.189,78.3276,221.192,16,1510,0.374448,12.4498,16.5473,18.9889,0,0,1.33297,9.94317,1.90417,0,0,0,0,0,None,98,0,0,0,0,0,0,2027,1,2043,None,1,0,0.00497925,0.241398,0.00756958,6221.2,116.083,67.6674,1959.24,0.63447
2049,365,23,1153.2,1.35299,12.4751,403.829,60.6589,78.2428,314.428,4.10935,0.351294,252.762,45.3746,64.9483,13.6435,2664.68,-644.697,1501.34,518.634,2222.96,560.442,278.477,83.8438,200.054,17,1510,0.397113,13.218,17.4351,21.3115,0,0,1.44223,11.6343,2.148,0,0,0,0,0,None,98,0,0,0,0,0,0,2027,1,2043,None,1,0,0.00319952,0.239385,0.00756365,6194.77,115.609,85.4885,1953.7,0.633382
2050,365,23,1066.72,1.34331,12.9591,484.128,67.4648,76.1396,315.833,4.52172,0.374083,237.506,48.2784,68.3734,15.6511,2601.19,-441.469,1643.13,516.59,2300.14,691.115,319.259,79.4501,202.699,18,1510,0.493302,13.7606,18.0938,23.0305,0,0,1.54852,12.9621,2.32265,0,0,0,0,0,None,98,0,0,0,0,0,0,2027,1,2043,None,1,0,0.00617712,0.241719,0.00696251,6176.91,119.348,86.2098,1979.96,0.634083
2051,365,23,1233.19,1.3589,13.3577,456.397,65.5859,78.4051,315.954,4.81172,0.398667,248.962,48.7544,67.4961,13.3004,2798.93,-617.806,1623.48,557.645,2360.24,697.754,314.095,91.4898,198.078,19,1510,0.452595,14.3292,18.7733,24.9073,0,0,1.61734,14.4524,2.51506,0,0,0,0,0,None,98,0,0,0,0,0,0,2027,1,2043,None,1,0,0.00673848,0.240762,0.00755619,6154.49,120.169,87.6639,1989.77,0.633225
2052,365,23,1431.15,1.35129,13.7919,436.276,62.8711,78.6805,318.862,5.12548,0.426496,250.626,49.0975,67.9592,11.6732,2925.44,-691.794,1643.28,590.364,2546.2,703.506,320.716,110.638,180.055,20,1510,0.393073,14.9537,19.4988,27.0635,0,0,1.68886,16.2078,2.74032,0,0,0,0,0,None,98,0,0,0,0,0,0,2027,1,2043,None,1,0,0.00726039,0.243791,0.00756277,6134.1,122.366,77.8792,2003.25,0.631941
2053,365,23,1247.83,1.338,13.9206,512.063,61.8527,78.7104,320.269,5.48512,0.442779,230.582,51.3229,66.5019,10.0847,2830.99,-507.834,1790.06,533.099,2450.66,836.693,345.522,115.867,177.481,21,1510,0.499426,15.3068,19.9621,28.3139,0,0,1.70377,17.3025,2.86025,0,0,0,0,0,None,98,0,0,0,0,0,0,2027,1,2043,None,1,0,0.00398365,0.242104,0.00670045,6116.86,124.182,109.476,2051.07,0.636723
