Last: mdl.locTime.Y,Last: mdl.locTime.DOY,Last: mdl.locTime.H,Sum:  mdl.climate.microclim.Rain,Mean: mdl.climate.microclim.u,Mean: mdl.climate.microclim.TaC,Mean: mdl.climate.microclim.d,Mean: mdl.climate.microclim.SWDir,Mean: mdl.climate.microclim.SWDif,Mean: mdl.climate.microclim.LWDw,Max: mdl.forest.treeStand.canopy.LAI,Max: mdl.forest.treeStand.canopy.WAI,Mean: mdl.forest.soil.waterCycle.Stock_RootLayer,Mean: mdl.forest.LE,Mean: mdl.forest.Rnet,Mean: mdl.forest.H,Sum: mdl.forest.GPP,Sum: mdl.forest.NEE,Sum: mdl.forest.RAuto,Sum: mdl.forest.soil.carbonCycle.Rh,Sum: mdl.forest.treeStand.canopy.Assimilation,Sum: mdl.forest.treeStand.canopy.Respiration,Sum: mdl.forest.treeStand.canopy.Transpiration,Sum: mdl.forest.treeStand.canopy.Evaporation,Sum: mdl.forest.soil.surface.ETR,Last: mdl.forest.treeStand.Age    ,Last: mdl.forest.treeStand.density,Last: mdl.forest.treeStand.IStress   ,Last: mdl.forest.treeStand.DBHmean ,Last: mdl.forest.treeStand.HEIGHTmean,Last: mdl.forest.treeStand.BasalArea,Last: mdl.forest.treeStand.WDeadTrees,Last: mdl.forest.treeStand.LeafFall,Last: mdl.forest.treeStand.Wr,Last: mdl.forest.treeStand.WStem,Last: mdl.forest.treeStand.WBranch,Last: mdl.manager.harvest_WStem,Last: mdl.manager.harvest_WBranch,Last: mdl.manager.harvest_W   ,Last: mdl.manager.harvest_WStem   ,Last: mdl.manager.harvest_WBranch ,Last: mdl.manager.harvest_WTapRoots   ,Last: mdl.manager.NbCut_Trees ,Last: mdl.manager.harvest_DBHmean ,Last: mdl.manager.harvest_DBHquadratic ,Last: mdl.manager.harvest_DBHsd   ,Last: mdl.manager.harvest_HEIGHTmean  ,Last: mdl.manager.harvest_HEIGHTsd,Last: mdl.manager.harvest_basalArea   ,Last: mdl.manager.seedingYear  ,Last: mdl.manager.FirstThinning,Last: mdl.manager.lastThinningYear,Last: mdl.manager.clearcuts,Last: mdl.manager.thinnings,Last: mdl.manager.practicesType   ,Last: mdl.forest.underStorey.foliage.W,Last: mdl.forest.underStorey.perennial.W,Last: mdl.forest.underStorey.roots.W,Last: mdl.forest.soil.carbonCycle.HUM,Last: mdl.forest.soil.carbonCycle.BIO,Last: mdl.forest.soil.carbonCycle.DPM,Last: mdl.forest.soil.carbonCycle.RPM,Last: mdl.forest.soil.waterCycle.SOC
2054,365,23,1202.2,1.28889,12.8238,452.746,61.2059,78.4241,317.906,5.67543,0.462843,236.696,49.1863,67.3722,11.9213,2755.53,-501.759,1694.23,559.543,2475.61,840.861,340.131,96.7343,176.606,22,1510,0.473845,15.7355,20.4945,29.8742,0,0,1.72408,18.6693,3.01569,0,0,0,0,0,None,98,0,0,0,0,0,0,2027,1,2043,None,1,0,0.00242102,0.245652,0.0074858,6105.21,128.357,110.69,2103.37,0.639943
2055,365,23,1185.22,1.31456,13.511,549.89,66.4942,76.7089,317.103,5.91885,0.480082,236.86,48.9819,68.9026,15.0878,2883.49,-541.358,1749.64,592.497,2602.82,952.524,351.585,103.42,153.574,23,1510,0.605168,16.0949,20.9552,31.2153,0,0,1.88588,19.8854,3.14636,0,0,0,0,0,None,98,0,0,0,0,0,0,2027,1,2043,None,1,0,0.00328968,0.240325,0.00492214,6096.76,133.539,99.3957,2156.57,0.642518
2056,365,23,966.906,1.49057,14.9774,727.09,75.2798,77.5182,316.91,6.1214,0.482301,202.448,45.1533,68.092,21.5595,2521.22,-48.0512,1941.35,531.822,2344.3,1207.76,318.289,78.391,158.403,24,1510,0.749798,16.1324,21.0991,31.3386,0,0,1.89735,20.0935,3.13851,0,0,0,0,0,None,98,0,0,0,0,0,0,2027,1,2043,None,1,0,0.00163583,0.20102,0.000735395,6096.13,141.126,127.666,2265.8,0.653046
2057,365,23,894.1,1.16811,13.6741,430.228,61.5541,79.4001,317.279,6.1122,0.482301,246.009,48.8103,66.4314,9.79711,2966,-748.766,1544.84,672.394,2623.76,818.114,330.964,118.674,159.929,25,1095,0.380962,16.383,21.4596,23.3898,0,0,1.30062,15.206,2.33265,6.8085,1.02605,0,6.8085,1.02605,None,83,17.4796,17.5861,1.93222,22.4905,1.47386,0,2027,1,2057,None,2,0,0.00408518,0.214035,0.00712263,6087.01,141.675,289.586,2440.53,0.65084
2058,365,23,994.929,1.28635,14.1551,528.238,63.877,79.6827,318.638,4.52323,0.374697,246.644,47.5805,65.1198,11.2858,2675.67,-442.753,1440.74,792.185,2280.77,688.604,286.219,87.2836,216.23,26,1095,0.517355,16.8329,22.0002,24.6636,0,0,1.44415,16.3789,2.46177,0,0,0,0,0,None,83,0,0,0,0,0,0,2027,1,2057,None,2,0,0.00709348,0.220052,0.00745455,6090.48,148.062,67.14,2366.08,0.655669
2059,365,23,1316.91,1.3628,13.1005,341.05,49.3726,78.0495,321.052,4.71947,0.395607,254.676,39.5806,59.3985,8.027,2676.49,-749.526,1321.31,605.657,2207.89,537.753,219.033,100.743,171.844,27,1095,0.278713,17.406,22.6572,26.3435,0,0,1.4498,17.943,2.63685,0,0,0,0,0,None,83,0,0,0,0,0,0,2027,1,2057,None,2,0,0.00695766,0.227013,0.00748336,6072.04,139.925,67.4609,2314.14,0.65028
2060,365,23,1098.73,1.36198,15.0767,577.038,61.2653,79.1834,323.021,4.98122,0.410633,229.091,48.7076,63.6891,9.91851,2830.33,-648.223,1606.98,575.122,2413.24,811.709,311.484,87.3707,189.273,28,1095,0.564998,17.8061,23.1397,27.5475,0,0,1.60854,19.1104,2.75875,0,0,0,0,0,None,83,0,0,0,0,0,0,2027,1,2057,None,2,0,0.00614435,0.227939,0.00494222,6056.73,136.68,75.7791,2296.22,0.648364
2061,365,23,1360.46,1.36525,13.8412,467.32,63.0787,77.5174,320.206,5.16143,0.431039,249.202,47.4941,66.623,11.1519,2892.04,-734.962,1537.42,619.659,2506.4,741.023,300.974,102.24,188.257,29,1095,0.463892,18.3434,23.7517,29.2111,0,0,1.71785,20.7286,2.93278,0,0,0,0,0,None,83,0,0,0,0,0,0,2027,1,2057,None,2,0,0.0071445,0.235973,0.00736128,6038.54,133.124,74.8928,2263.12,0.64435
2062,365,23,1068.34,1.37565,13.797,580.813,68.7867,78.582,316.785,5.41531,0.443911,219.994,48.1622,70.1855,15.9356,2809.29,-589.505,1685.41,534.379,2515.79,889.979,331.604,85.6048,178.523,30,1095,0.609002,18.6714,24.1578,30.249,0,0,1.87703,21.7888,3.03623,0,0,0,0,0,None,83,0,0,0,0,0,0,2027,1,2057,None,2,0,0.00334282,0.221195,0.00218585,6029.42,135.271,108.953,2306.99,0.649643
2063,365,23,819.243,1.28865,14.9751,703.66,70.6825,79.796,319.88,5.56486,0.443911,203.303,46.8404,69.6144,18.205,2831.43,-521.151,1774.85,535.43,2583.26,1031,323.574,92.0259,161.767,31,790,0.694111,18.6457,24.2171,21.7569,0,0,1.46464,15.7086,2.17385,7.01667,0.949413,0,7.01667,0.949413,None,61,19.7382,19.7944,1.49032,25.2856,1.22764,0,2027,1,2063,None,3,0,0.00268441,0.196679,0.00135538,6023.86,138.259,346.788,2540.98,0.656487
2064,365,23,1299,1.37054,14.3435,570.021,63.1007,77.5043,321.045,3.99128,0.333433,237.832,46.8933,63.9168,13.1051,2576.39,-413.909,1344.24,818.239,2102.15,632.29,253.846,87.6634,236.128,32,790,0.590464,19.1212,24.7649,22.8651,0,0,1.63319,16.8335,2.28872,0,0,0,0,0,None,61,0,0,0,0,0,0,2027,1,2063,None,3,0,0.0069724,0.21142,0.007159,6034.97,149.817,70.07,2455.74,0.658521
2065,365,23,1089.94,1.28766,14.2483,487.509,63.9791,77.7918,319.371,4.15591,0.349837,252.639,44.6473,64.1061,10.519,2705.31,-706.559,1365.11,633.633,2192.6,605.331,234.06,96.0247,220.237,33,790,0.48392,19.6899,25.3953,24.2318,0,0,1.72953,18.2371,2.43352,0,0,0,0,0,None,61,0,0,0,0,0,0,2027,1,2063,None,3,0,0.00671425,0.224262,0.00746207,6013.39,138.441,65.9498,2362.2,0.649349
2066,365,23,1136.3,1.41598,14.1997,508.782,69.726,78.3154,319.173,4.36043,0.367592,248.633,47.6198,70.2971,14.6935,2845.5,-761.322,1478.77,605.4,2425.33,688.868,279,87.0904,223.035,34,790,0.525393,20.2943,26.0501,25.7295,0,0,1.91378,19.802,2.59426,0,0,0,0,0,None,61,0,0,0,0,0,0,2027,1,2063,None,3,0,0.00648324,0.233421,0.00754313,5991.42,131.347,77.2124,2297.49,0.643548
2067,365,23,907.454,1.17952,14.8357,544.199,66.973,79.079,321.18,4.58427,0.382697,243.292,49.862,69.1081,10.7457,2975.22,-760.157,1599.27,615.793,2472.12,723.822,276.52,93.3281,211.063,35,790,0.544705,20.797,26.6019,27.0094,0,0,2.06054,21.1755,2.73089,0,0,0,0,0,None,61,0,0,0,0,0,0,2027,1,2063,None,3,0,0.0074299,0.237997,0.00760723,5971.53,128.361,76.6636,2253.8,0.638615
2068,365,23,942.775,1.27565,14.6179,600.868,70.004,78.5592,319.637,4.77214,0.397446,226.38,48.4697,70.595,14.8994,2982.86,-738.436,1674.43,569.988,2565.58,795.831,307.508,76.1774,198.173,36,790,0.593322,21.2796,27.1295,28.2675,0,0,2.25482,22.5503,2.86555,0,0,0,0,0,None,61,0,0,0,0,0,0,2027,1,2063,None,3,0,0.00417087,0.238075,0.00355838,5958.94,130.028,84.4026,2263.49,0.638987
2069,365,23,1271.01,1.16825,13.7879,411.154,57.041,79.8756,319.945,4.95532,0.397446,255.391,43.0374,64.1536,8.71951,2901.98,-680.21,1572.22,649.553,2435.86,644.01,240.419,124.859,170.539,37,570,0.422385,21.3989,27.3447,20.606,0,0,1.55347,16.5429,2.08207,7.45115,0.923997,0,7.45115,0.923997,None,44,22.7237,22.7769,1.55619,28.4615,1.10872,0,2027,1,2069,None,4,0,0.00711075,0.242465,0.00727437,5941.39,128.969,286.269,2422.42,0.634528
2070,365,23,1247.69,1.26616,13.8909,486.045,62.451,77.5786,318.892,3.5961,0.30314,255.405,42.038,64.6357,11.1305,2674.84,-545.014,1347.19,782.635,2091.18,508.927,192.786,92.7348,230.303,38,570,0.532347,21.9989,27.9715,21.7704,0,0,1.72855,17.8317,2.20933,0,0,0,0,0,None,44,0,0,0,0,0,0,2027,1,2069,None,4,0,0.00581291,0.244897,0.00752679,5939.38,135.547,68.2215,2315.53,0.640241
2071,365,23,993.644,1.29459,14.2211,526.663,66.2201,78.3809,319.187,3.76689,0.318245,254.237,43.8163,66.9265,12.4202,2843.23,-786.269,1451.64,605.318,2256.08,581.447,224.163,77.7694,235.727,39,570,0.53803,22.6647,28.6399,23.1021,0,0,1.93317,19.3226,2.35791,0,0,0,0,0,None,44,0,0,0,0,0,0,2027,1,2069,None,4,0,0.00301719,0.245645,0.00756794,5912.29,125.825,75.2717,2222.42,0.631537
2072,365,23,1299.8,1.18456,14.0971,455.967,53.3182,78.9091,322.745,3.96344,0.330599,255.143,39.6591,60.1663,10.6212,2711.15,-617.961,1477.42,615.766,2149.15,537.359,193.056,97.6436,197.652,40,570,0.481498,23.1972,29.1823,24.1962,0,0,2.00706,20.5786,2.47949,0,0,0,0,0,None,44,0,0,0,0,0,0,2027,1,2069,None,4,0,0.00513255,0.248107,0.00749797,5888.19,121.92,63.7062,2154.49,0.623568
2073,365,23,875.473,1.30089,15.5353,631.341,70.269,79.5538,322.113,4.12223,0.344023,244.307,47.7252,68.9597,11.0923,2937.32,-689.276,1646.44,601.6,2401.57,684.753,251.443,85.6323,248.68,41,570,0.577838,23.77,29.7469,25.4011,0,0,2.21879,21.9743,2.61557,0,0,0,0,0,None,44,0,0,0,0,0,0,2027,1,2069,None,4,0,0.00723106,0.248812,0.00756516,5861.46,118.164,66.9968,2097.04,0.617346
2074,365,23,1125.17,1.41731,15.0599,579.174,67.6989,78.6536,321.468,4.298,0.35726,248.721,47.6514,67.7983,11.6157,2992.24,-707.352,1680.69,604.192,2456.8,680,258.336,84.249,243.874,42,570,0.56009,24.3272,30.2866,26.6019,0,0,2.39435,23.384,2.75255,0,0,0,0,0,None,44,0,0,0,0,0,0,2027,1,2069,None,4,0,0.00613586,0.246538,0.00758979,5834.37,115.704,77.3429,2055.45,0.612859
2075,365,23,975.389,1.33929,15.7962,680.56,77.1353,78.6181,322.048,4.47288,0.35726,239.518,51.3746,72.7895,13.7265,3035.67,-593.806,1835.02,606.845,2568.18,799.66,284.362,96.853,251.877,43,430,0.621666,24.6956,30.6532,20.6946,0,0,1.95126,18.3986,2.14898,6.21614,0.719596,0,6.21614,0.719596,None,28,25.0913,25.1083,0.922017,31.0378,0.626691,0,2027,1,2075,None,5,0,0.00722596,0.248185,0.00755877,5811.51,116.23,266.672,2210.45,0.609165
2076,365,23,787.972,1.23761,16.1235,747.405,78.1682,79.1925,321.302,3.46419,0.285502,234.958,52.0659,71.0346,13.6772,2826.77,-445.728,1641.1,739.945,2189.02,667.433,231.657,64.2455,299.969,44,430,0.658646,25.1931,31.1327,21.5334,0,0,2.20422,19.41,2.24529,0,0,0,0,0,None,28,0,0,0,0,0,0,2027,1,2075,None,5,0,0.00669739,0.248136,0.0076079,5804.13,123.774,76.82,2128.61,0.61612
2077,365,23,982.578,1.40531,16.0817,748.427,70.0603,79.9624,324.638,3.58497,0.294626,253.415,49.9507,68.2114,10.7896,2714.03,-431.443,1643.89,638.695,2173.89,672.78,227.952,84.5879,298.451,45,430,0.661452,25.6843,31.5976,22.3786,0,0,2.42576,20.4396,2.34333,0,0,0,0,0,None,28,0,0,0,0,0,0,2027,1,2075,None,5,0,0.00714108,0.249148,0.00751719,5772.15,115.956,60.42,2031.62,0.604937
2078,365,23,1107.65,1.36371,15.3135,629.606,64.3296,78.7183,323.382,3.7067,0.305389,235.507,48.1845,66.2923,9.14686,2875.59,-756.054,1566.59,552.948,2193.86,584.138,206.067,82.1924,257.075,46,430,0.605781,26.263,32.1112,23.3957,0,0,2.60788,21.6754,2.46473,0,0,0,0,0,None,28,0,0,0,0,0,0,2027,1,2075,None,5,0,0.00670634,0.247099,0.00761903,5746.56,113.52,74.4257,2001.19,0.601706
2079,365,23,1142.63,1.46408,15.5197,714.14,73.8475,78.0496,323.749,3.85592,0.315227,252.98,49.0144,71.2669,13.6648,2849.78,-496.873,1732.29,620.618,2361.04,712.143,246.852,62.0439,291.995,47,430,0.640529,26.7842,32.5737,24.3316,0,0,2.82709,22.8305,2.57684,0,0,0,0,0,None,28,0,0,0,0,0,0,2027,1,2075,None,5,0,0.0057576,0.243003,0.00752496,5715.12,109.943,71.0778,1944,0.59463
2080,365,23,1095.81,1.30938,15.9468,649.894,65.7471,77.9084,328.04,3.99226,0.323716,247.203,46.8372,66.419,11.7099,2850.53,-470.962,1777.12,602.446,2316.26,728.149,230.996,97.8953,245.992,48,430,0.626797,27.2256,32.9773,25.1384,0,0,2.94942,23.8479,2.67259,0,0,0,0,0,None,28,0,0,0,0,0,0,2027,1,2075,None,5,0,0.00381194,0.244735,0.00757961,5684.97,108.262,76.4877,1910.41,0.590143
2081,365,23,1152.39,1.27376,14.8099,569.362,65.1109,77.2472,323.48,4.10767,0.323716,253.238,43.0286,66.7593,13.3734,2842.37,-574.981,1662.95,604.44,2313.24,649.836,216.142,84.0034,228.108,49,325,0.587919,27.5088,33.2763,19.4021,0,0,2.26832,18.5572,2.06633,6.48581,0.722622,0,6.48581,0.722622,None,21,28.4475,28.4812,1.38515,33.8452,0.635693,0,2027,1,2081,None,6,0,0.00582748,0.246749,0.00759641,5657.13,108.062,298.497,2099.2,0.585684
2082,365,23,748.665,1.26991,15.3408,730.269,76.0294,78.1422,321.188,3.15908,0.258126,253.107,47.0124,72.2544,15.9157,2741.37,-417.219,1538.29,785.861,2137.36,589.234,201.723,59.8847,309.294,50,325,0.654453,28.1392,33.7772,20.3,0,0,2.5511,19.6725,2.17906,0,0,0,0,0,None,21,0,0,0,0,0,0,2027,1,2081,None,6,0,0.00573208,0.244471,0.00750132,5648.44,117.016,67.6114,2000.66,0.593593
2083,365,23,1038.25,1.25358,16.3696,628.066,63.0864,78.8412,327.576,3.29298,0.26638,249.761,45.2706,64.044,8.79387,2785.64,-590.862,1585.2,609.585,2040.78,535.614,173.238,63.8271,269.515,51,325,0.588142,28.7036,34.2237,21.1218,0,0,2.67269,20.707,2.28291,0,0,0,0,0,None,21,0,0,0,0,0,0,2027,1,2081,None,6,0,0.00743988,0.245544,0.00761048,5615.76,110.235,53.6223,1917.51,0.583607
2084,365,23,832.4,1.21505,15.7548,637.901,70.8886,78.098,323.246,3.41495,0.275558,252.404,43.0993,67.7975,14.274,2840.6,-636.014,1623.03,581.562,2164.92,590.783,194.442,60.9179,268.085,52,325,0.614242,29.3309,34.6879,22.0542,0,0,2.86965,21.8776,2.40389,0,0,0,0,0,None,21,0,0,0,0,0,0,2027,1,2081,None,6,0,0.00723525,0.245571,0.0075726,5580.76,104.887,62.0176,1853.12,0.576608
2085,365,23,1170.67,1.5212,16.0581,792.224,76.2216,78.8625,322.859,3.55557,0.282528,224.969,47.4306,71.3111,15.7359,2819.35,-531.117,1763.59,524.644,2198.92,663.701,204.917,55.0404,285.395,53,325,0.689987,29.7945,35.0575,22.7566,0,0,3.10259,22.7876,2.49328,0,0,0,0,0,None,21,0,0,0,0,0,0,2027,1,2081,None,6,0,0.00469226,0.231219,0.00305991,5557.01,105.905,73.7714,1854.16,0.575765
2086,365,23,1357.56,1.24067,14.8831,499.959,57.661,79.3427,325.372,3.6584,0.291363,253.018,38.8373,62.9533,9.89618,2733.54,-541.551,1600.75,591.24,2132.7,531.077,164.032,83.6072,227.833,54,325,0.541714,30.3894,35.4782,23.6737,0,0,3.17497,23.9543,2.61498,0,0,0,0,0,None,21,0,0,0,0,0,0,2027,1,2081,None,6,0,0.00716644,0.237475,0.00726188,5528.58,105.101,56.2302,1820.85,0.569666
2087,365,23,1055.68,1.45498,16.2886,800.355,72.3138,75.6413,324.946,3.79726,0.291363,228.249,50.6637,68.3786,6.13002,2962.61,-599.288,1844.2,519.123,2318.46,714.288,218.937,66.8064,292.32,55,250,0.670728,30.3728,35.6808,18.1449,0,0,2.46661,18.4479,1.98111,6.47593,0.731187,0,6.47593,0.731187,None,15,32.4949,32.6297,2.9632,36.3395,0.602223,0,2027,1,2087,None,7,0,0.0075569,0.239921,0.00760037,5501.26,103.715,346.277,2065.43,0.569999
2088,365,23,712.575,1.15578,17.2668,809.756,72.156,80.3953,326.22,2.892,0.230861,252.467,49.9997,67.9831,11.3768,2806.87,-284.788,1665.29,856.798,1991.49,571.029,172.911,55.3995,328.249,56,250,0.667457,30.9486,36.0798,18.8388,0,0,2.69237,19.3416,2.07311,0,0,0,0,0,None,15,0,0,0,0,0,0,2027,1,2087,None,7,0,0.00762194,0.242216,0.00762511,5492.77,113.567,59.6555,1934.1,0.575887
2089,365,23,1077.67,1.16963,15.5362,531.576,61.2785,77.8436,327.397,2.99653,0.239222,252.112,41.3872,63.9773,11.0818,2808.24,-707.863,1523.29,577.088,1942.84,450.226,136.683,65.1924,248.445,57,250,0.55135,31.6824,36.5262,19.7426,0,0,2.82401,20.4867,2.19802,0,0,0,0,0,None,15,0,0,0,0,0,0,2027,1,2087,None,7,0,0.00762669,0.243961,0.00762692,5459.67,106.146,54.95,1853.24,0.566758
2090,365,23,1050.47,1.45151,17.1348,970.621,86.2919,78.2148,322.418,3.13694,0.24638,252.697,53.5633,74.7985,15.2932,2907.6,-458.656,1861.64,587.301,2227.38,680.29,206.756,48.8108,391.867,58,250,0.696334,32.3009,36.9085,20.5209,0,0,3.14434,21.4883,2.30601,0,0,0,0,0,None,15,0,0,0,0,0,0,2027,1,2087,None,7,0,0.00651166,0.245541,0.00756116,5418.68,98.4872,68.5698,1765.35,0.557892
2091,365,23,1221.17,1.38804,16.0738,698.108,59.4026,76.9506,329.704,3.2569,0.251331,253.113,46.2479,61.5805,6.36338,2661.24,-322.267,1758.9,580.071,1935.36,577.525,157.084,73.2774,291.303,59,250,0.647886,32.7115,37.2073,21.0459,0,0,3.22201,22.1966,2.37598,0,0,0,0,0,None,15,0,0,0,0,0,0,2027,1,2087,None,7,0,0.00751349,0.246089,0.00762225,5383.4,96.6122,58.3204,1712.47,0.550322
2092,365,23,1085.22,1.2753,15.6933,578.443,61.6983,81.2341,327.578,3.33389,0.260776,251.38,44.2507,67.6114,8.43035,2934.55,-730.658,1643.32,560.567,2208.46,531.38,158.65,78.4874,266.24,60,250,0.575622,33.5356,37.6302,22.1195,0,0,3.42796,23.5545,2.53328,0,0,0,0,0,None,15,0,0,0,0,0,0,2027,1,2087,None,7,0,0.00742989,0.246954,0.00759937,5348.48,95.2274,57.9651,1675.97,0.544801
2093,365,23,1154.79,1.28335,15.2158,553.118,61.4483,77.4922,326.338,3.50556,0.260776,251.244,42.2833,64.3922,9.50905,2782.19,-465.992,1766.22,549.98,2062.57,566.779,155.487,70.8406,251.914,61,195,0.591783,33.7149,37.8616,17.4258,0,0,2.64721,18.6583,1.99099,5.75821,0.633906,0,5.75821,0.633906,None,11,35.1171,35.1663,1.85987,38.1919,0.375812,0,2027,1,2093,None,8,0,0.0070799,0.245751,0.00762504,5315.05,94.5817,301.525,1879.96,0.541116
2094,365,23,836.595,1.24067,16.3178,767.499,74.8725,76.7883,324.103,2.75188,0.211547,251.634,47.2921,68.4801,10.225,2694.77,-293.347,1631.47,769.958,1920.77,508.15,144.975,55.9663,347.026,62,195,0.659356,34.3999,38.2177,18.141,0,0,2.89297,19.5807,2.09625,0,0,0,0,0,None,11,0,0,0,0,0,0,2027,1,2093,None,8,0,0.00731708,0.246948,0.00757994,5303.09,104.577,57.487,1780.25,0.549294
2095,365,23,667.659,1.20995,16.4655,774.494,74.0582,77.4093,325.188,2.86521,0.217539,251.234,47.197,68.5318,8.69808,2708.29,-454.696,1684.73,568.867,1935.89,522.982,146.684,53.5351,338.052,63,195,0.655116,35.0528,38.5503,18.8362,0,0,3.10388,20.4827,2.19994,0,0,0,0,0,None,11,0,0,0,0,0,0,2027,1,2093,None,8,0,0.0073538,0.247626,0.00758334,5265.78,97.6117,54.3046,1700.36,0.540034
2096,365,23,980.55,1.36722,16.1713,724.622,71.2219,77.58,328.302,2.97563,0.224021,250.947,47.2754,70.8504,12.3993,2802.75,-533.03,1724.8,544.924,2044.18,563.684,158.921,56.1568,320.913,64,195,0.649427,35.7599,38.8827,19.6039,0,0,3.3396,21.4735,2.31733,0,0,0,0,0,None,11,0,0,0,0,0,0,2027,1,2093,None,8,0,0.00706871,0.247792,0.00760334,5227.46,92.7641,62.3881,1641.05,0.533146
2097,365,23,1465.65,1.23379,15.3136,454.489,51.0772,77.1083,333.392,3.09933,0.230453,251.745,38.6269,60.6309,7.96435,2691.06,-537.047,1607.55,546.467,1900.32,435.791,112.516,90.7206,231.781,65,195,0.497032,36.4575,39.1992,20.3763,0,0,3.38579,22.4733,2.4374,0,0,0,0,0,None,11,0,0,0,0,0,0,2027,1,2093,None,8,0,0.00732859,0.246997,0.00760475,5194.47,92.1888,49.3824,1606.57,0.526956
2098,365,23,1180.19,1.33988,17.3251,820.969,75.3849,76.1475,331.539,3.22447,0.236977,247.594,48.1188,71.4558,9.7097,2997.59,-561.691,1902.33,533.574,2248.34,651.319,175.829,54.0788,315.425,66,195,0.66925,37.1624,39.5047,21.1719,0,0,3.67732,23.504,2.56333,0,0,0,0,0,None,11,0,0,0,0,0,0,2027,1,2093,None,8,0,0.00760525,0.247203,0.00762543,5156.66,89.6413,63.9756,1573.25,0.522607
2099,365,23,1169.37,1.23949,15.1337,468.873,58.6134,77.8872,327.298,3.35431,0.236977,250.932,38.5361,63.3484,6.31145,2822.69,-578.426,1704.14,540.119,2099.21,490.431,125.367,74.2766,239.579,67,150,0.496574,37.7967,39.7832,16.8495,0,0,2.86084,18.8176,2.0621,5.80239,0.641375,0,5.80239,0.641375,None,9,38.3039,38.3105,0.708735,39.8847,0.121118,0,2027,1,2099,None,9,0,0.00736067,0.247727,0.00758568,5124.94,90.4524,305.695,1796.84,0.518693
2100,365,23,1178.22,1.27016,16.4706,652.883,62.461,77.0665,329.942,2.67207,0.19244,252.016,43.48,64.0647,5.35258,2796.52,-392.422,1637.74,766.358,1860.22,434.783,116.433,61.5856,295.668,68,150,0.600403,38.5752,40.0795,17.551,0,0,3.04867,19.7216,2.17785,0,0,0,0,0,None,9,0,0,0,0,0,0,2027,1,2099,None,9,0,0.00760759,0.247408,0.00762404,5114.93,101.484,47.9444,1702.71,0.528123
